case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
20-288148,"The 1400 block of N Lee Trevino intersects with Pellicano 11200
hlock. Unit 2 was Northbound, in the last right lane next to the

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

turn lane, waiting for the light to turn, when Unit 1 stated
that he was trying to move into the right turning lane and was
out off by another vehicle and collided with the rear tailgate
of Unit 2. No witnesses or injuries were reported. No on scene
investigation was conducted. Diagram.is approximate and.as per
nit 2. Unit 2 was given the case number",6,304,NB,TH,NB,TH,unit 1,rear end
20-293055,"The 1400 block of N Lee Trevino Dr is a local road that travels
north to south and consists of 3 lanes traveling south and 3

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

lanes traveling north. U2 was traveling south on the far right
lane of N Lee Trevino Dr. U1 was also traveling south on the
:'ddle lane of N Lee Trevino Dr. U1 veered into U2‘s lane and
failed to see U2. U1 crashed into U2 causing damages to the rear
left door, quarter panel, and corner of U2,. No onsite
investigation conducted. U2 was assigned a case number. Diagram
is approximate",6,305,SB,TH,SB,TH,unit 1,side swipe
20-295124,"1400 Lee Trevino runs north and south and is a two way six lane

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

roadway divided.by a raised.median with two mandatory left turn
lanes which intersects with 11300 Pellicano. Unit #2 was
traveling north on Lee Trevino in the center lane and'was
slowing down and then came to a complete stop due to a red
traffic control signal light at the intersection of Pellicano.
nit #1 was also traveling north on Lee Trevino in the center
lane but failed to control speed at which point it struck Unit
#2 frcntbehind. No injuries or witnesses were reported at the
scene",6,306,NB,TH,NB,TH,unit 1,rear end
20-339203,"The 1400 block of Lee Trevino is a five lane roadway with three

 

ea
3
o
‘G
E

CONDITIONS

 

lanes for North bound traffic and two mandatory turning lanes
only. The 11300 block of Pellicano is three lane roadway for
East bound traffic. Unit 1 was traveling Northbound in the
center lane on Lee Trevino. Unit 2 was traveling Eastbound on
Pellicano. Unit 2 had the green the green light and entered the
intersection when Unit 1 subsequently collided into unit 2. The
driver of unit 2 was transported to Del Sol Medical",6,307,NB,TH,EB,TH,unit 1,right angle
21-035062,"The 11200 block of Pellicano Dr. and the 1400 block of Lee
Trevino Dr. are both local roads that run east to west and north

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

to south respectively. Both Unit 1 and Unit 2 were traveling
estbound on Pellicano Dr.. Unit 2 was in the far right lane
and Unit 1 was in the middle lane. Unit 2 explained that as
they crossed the intersection Unit 1 veered into his lane to
turn into the the T—Mobile plaza and Unit 2 did not turn right
as Unit 1 thought he was going to do. Unit 2 continued straight
and'was hit by Unit 1 causing damage to the driver side front
quarter panel. No onsite investigation conducted. Diagram.is
approximate",6,308,WB,TH,WB,TH,unit 1,side swipe
21-043768,"1400 Lee Trevino is a 2 way divided road consisting of 6 marked

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

lanes, 3 northbound lanes and 3 southbound lanes with both
northbound and southbound containing 2 mandatory left turning
lanes. Unit 2 was at a complete stop southbound on lane 2
(turning lane). Unit 1 was traveling southbound on lane 2
(turning lane). The driver of Unit 2 stated that she was at a
complete stop due to the traffic light being red. The driver of
nit 2 stated that Unit 1 then collided with the rear end of her
ehicle. The driver of Unit 1 stated that her vehicleis brakes
ere not working properly at which point she was not able to
stop in time causing her vehicle to collide with the rear end of
nit 2. There were no reported independent witnesses. The driver
of Unit 2 and.passengers reported head and.back pain. All
parties were transported to Del Sol Medical Center by Fire
Iedical Services. The driver of Unit 1 and.passenger did not

report any injuries. The driver of Unit 1 was cited accordingly",6,309,SB,TH,SB,TH,unit 1,rear end
21-085242,"The 1400 block of Lee Trevino is an eight lane road way that has

 

ea
3
o
‘G
E

CONDITIONS

five lanes traveling south and three lanes traveling north with
two lanes traveling south being mandatory left turn lanes. the
1400 block of Lee Trevino also intersects with the 11200 block
of Pellicano is a five lane road'way that has two lanes
traveling west and three lanes traveling east with one lane
heing a mandatory left turn lane. Unit 1 stated that she had
keen traveling south on the number one lane directly behind Unit
2 in 1400 Lee Trevino. The Unit 1 stated that as she was driving
she had looked down at her phone to check for directions. Unit 1
u,then stated that after briefly looking at her phone she looked
‘thack up and.observed traffic stopped, Unit 1 stated that she
cytried to stop but was unable to stop in time subsequently rear
q:ending Unit 2. Unit 2 stated that he had stopped due to a red
light and'was about to make a left turn on go onto 11200

-e; Pellicano East but was rear ended by Unit 1. Both parties were

N

E issued incident information cards and Unit 1 was cited
accordingly. No Witnesses were reported on scene",6,310,SB,TH,SB,TH,unit 1,rear end
21-148156,"1400 Lee Trevino is a two way roadway that travels north and

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

south bound.with three lanes and two mandatory left turn lanes
on the north bound side. One the south bound side there are
three lanes. 11300 Pellicano is a two way roadway that travels
east and westbound. There are three lanes on the westbound side
ith one lane being a mandatory left turn lane, and a another
lane being an option lane to turn left or go straight.Unit 2 was
traveling west on 11300 Pellicano in the number two lane to make
a left turn to go south on 1400 Lee Trevino. Unit 1 was
traveling north on 1400 Lee Trevino in the number one lane. Unit
1 failed to stop at the red light and struck into unit 2 as it
as completing a left turn. There were no witnesses and no
injuries. Unit 1 driver advised that she applied her brakes when
she saw the red light however she was not able to stop in time
hefore colliding into unit 2. Unit 1 driver was issued a

ATWE AND DH-‘I GRAM

citation, the drivers of both units were issued an incident

E
2:

information card.with a case number and advised on follow up
procedures",6,311,NB,TH,WB,LT,unit 1,left turn
21-156130,"The 1400 block of Lee Trevino is a. seven lane road wat that has

 

ea
3
o
‘G
E

CONDITIONS

 

three lanes traveling north and four lanes traveling south with
two lanes being designated left turn lane. This street also
intersects with the 11300 block of Pelicano which is a four lane
road'way that has two lanes traveling east and two lanes
traveling west.Unit 1 stated that he was traveling on the number
four lane north on the 1400 block of Lee Trevino and had run a
red light and struck the Unit 2 who was traveling on the number
one lane west. Unit 2 stated that he was traveling on the number
one and was about to pass the intersecting streets on a green
light when he was struck by the Unit 1. Unit 1 was cited
accordingly and the Passenger of Unit 2 was taken to the

ospital due to her stating that her back and neck hurt. No
itnesses were reported on scene",6,312,NB,TH,WB,TH,unit 1,right angle
21-189166,"1400 N. Lee Trevino is a northbound/southbound 10 lane roadway,

 

ea
3
o
‘G
E

CONDITIONS

 

3 northbound lanes with 2 mandatory left turn lanes/3 southbound
lanes with 2 mandatory left turn lanes, that is divided.by a
raised.median. 11200 Pellicano is an eastbound/westbound 6
lane roadway, 2 eastbound lanes with 1 mandatory left turn
lane/2 westbound lanes with 1 mandatory left turn lane, that is
divided.by 2 solid yellow lines. The aforementioned
intersection is controlled.by signal lights. Officer met with
hoth drivers who stated the following: Driver of Unit 1: He
as traveling northbound on the center lane of N. Lee Trevino
and thought Unit 2 was going to turn left onto Pellicano from
the left northbound lane so he made the lane change onto the
left lane, striking Unit 2. Driver of Unit 2: He was
traveling northbound on the left lane of N. Lee Trevino, inside
the intersection when Unit 1 made an unsafe lane change from.the
center lane to the left lane, striking his vehicle. Witness
-1 (Seybold, Evelyn; phone:915—920—9226) and.Witness—2 (Duron,
Iorma; phone:915—34—7786) stated they were traveling in same

5
E
5..
o
o
2
E.
E
E
E
2

ehicle on the northbound left lane of N. Lee Trevino behind
nit 2 when they observed the signal light for northbound Lee
Trevino turn green. Unit 2 proceeded northbound and entered the
intersection when Unit 1 who was traveling northbound on the
center lane. Unit 1 made an unsafe lane change onto the left
lane and struck Unit 2. Unit 1 tried to flee, but the Witnesses
Iept up to him.until he pulled over at Lee Trevino and La
Quinta. No injuries or other witnesses reported",6,313,NB,LT,NB,LT,unit 1,side swipe
21-195195,"The accident occurred on the north bound
lanes of traffic on Lee Trevino in the 1 lane..A the intersection of Lee
Trevino and Pellicano there are 2 dedicated lanes to turn eff of Lee
Trevino to make a left and go west bound on Pellicano. The driver of

nit 2 advised that he was at a stop due to the traffic lights. He was
in the 1 lane and that he saw in his rear view window a black car who

as fast approaching. The driver stated that he saw Unit 1 come up to
ast and did not stop in time and that unit 1 tried to swerve to the
left into the turn lane but ended up colliding with the back left of his
ehicle. The driver of unit 2 stated that he then reversed to get behind

DIA GRAM

unit 1 in the turn lane and got out of his vehicle and went up to the

D

driver who stated that he was going to get off the roadway. The driver

AN
o
I-n
c
:=
|-'
rr
M
3
e:
|-'
U!
m
:1
rr
o“
in
rr
ru-
:=*
m
|-'
e:
m
H
o
|'h
c
:=
|-'
rr
I-=
3
as
U!
-r.:
m
H
H
U!
:=*
o
H
rr
ea
5
:1
o.
|-'
o.
:=
o
rr

even want to exchange information nor did he ask if he was ok. Driver of
unit 2 advised that he thought the driver was going to run so he called
or 911 assistance. The driver further stated that when they finally

NA RRA TH/E

came to a stop in a private lot that there were some passengers in the
ehicle that left the scene prior to officers arrival. The driver of
unit 2 stated that the driver of unit 1 did not want to give him.any
information and was very slow to reaction. Officers arrived and met with
hoth drivers. Officers spoke with the Driver of unit 1 who advised that
he was coming from.a friends house. The driver was unable to advised the
officer of how the accident happened. Officer conducted a Field sobriety
test due to the driver being very slow and not recalling the accident.
The driver did not exhibit any signs of being under the influence. The
driver of unit 1 also did not know who was in the car",6,314,NB,TH,NB,TH,unit 1,rear end
21-207053,"The 1400 block of Pellicano Dr is a 4—lane, 2-way street with a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

dedicated left turn lane. Unit 2 was traveling eastbound in the
left lane. Unit 1 was in the right lane. Unit 1 moved into the
left lane and struck Unit 2. There are no witnesses to report",6,315,EB,TH,EB,TH,unit 1,side swipe
21-214020,"11200 Pellicano is a
four lane roadway that travels west and east bound. Unit 1 was
traveling south bound on the number two lane on Lee Trevino.

nit 2 was traveling west bound in the number one lane. Unit 1
disregarding the red light proceeded through the intersection
colliding with unit 2. Unit 2 driver was taken to Del Sol for
further medical evaluation reference possible minor injuries. No
itnesses were reported at the scene. Both vehicles were removed
off the roadway and impounded",6,316,SB,TH,WB,TH,unit 1,right angle
16-076066,"river of U—1 called the Telephone Reporting Unit to report a
crash on the listed date and time. Driver of U—1 stated that he
as on N. Lee Trevino Dr. headed north and on the 2nd lane to

- e a left turn onto Rojas Dr. and Driver of U—2 was directly
in front of U—1. Driver of U—1 stated that he became distracted
in his vehicle and released the brake and rear ended U—2. Driver
of U—1 stated that there were no injuries to report. Driver of U
-1 was given a report number. Diagram.is approximate.",7,317,NB,TH,NB,TH,unit 1,rear end
16-082172,"RIVER OF UNIT 2 STATED HE WAS DRIVING NB AND AT 1330 N LEE
TREVINO, DRIVER 2 WAS GOING TO MAKE A RIGHT TURN ONTO ROJAS DR.
RIVER 2 STATED THAT DRIVER OF UNIT 1 WAS BEHIND UNIT 2, BUT
RIVER 1 SPED UP AND MOVED IN FRONT OF UNIT 2. NO INJURIES WERE
REPORTED, NO ON SCENE INVESTIGATION , DIAGRAM IS APPROXIMATE.",7,318,NB,TH,NB,TH,unit 1,unknown
16-083129,"river of U—2 called the Telephone Reporting Unit to report a
crash on the listed date and time. Driver of U—2 stated that he
as on N. Lee Trevino Dr. headed north and on the right lane and
""river of U—1 was on Rojas Dr. headed'west on the right lane to
I- e a right turn onto N. Lee Trevino Dr. Driver of U—2 stated
that as he was crossing the intersection of N. Lee Trevino Dr.
and Rojas Dr. he noticed that Driver of U—1 was going to make
the right turn onto N. Lee Trevino Dr. and honked, but Driver of
-1 kept making the right turn and crashed into U—2. Driver of U
-2 stated that there were no injuries to report. Driver of U—2
as given a report number.Diagram.is approximate.
================================SUPPLEMENT NARRATIVE:
04/22/2016 @ 15:47Driver of U—1 called the Telephone Reporting
nit to supplement the crash report on the listed date and time.
ﬂriver of U—1 stated that she was not making a right turn and
that she was N. Lee Trevino Dr. on the right lane and driver of
-1 stated that she saw Driver of U—2 to the left of her and had
not realized'when he had arrived. Driver of U—1 stated that when
she looked to her left Driver of U—2 waved and that they
acknowledged each other but Driver of U—2 went into the right

5
E
5..
o
o
2
E.
E
E
E
2

lane, crashing into U—1. Driver of U—1 stated that Driver of U—2
ent into her lane and crashed into front left quater panel and
causing damages to U—2 rear right quater panel.",7,319,WB,RT,NB,TH,unit 1,rear end
16-090201,"1300 Lee Trevino is a 6 lane two way roadway that travels North
and South and is divided.by a raised.median. Unit—2 was
traveling South on the 1300 block of Lee Trevino. Unit—1 was
stopped facing Northbound attempting to make a U—turn and travel
South. Unit—1 pulled out into traffic in the path of Unit—2.
nit—2 had to break abruptly to avoid striking Unit—1. Unit—1
and Unit—2 began to travel South on 1300 Lee Trevino next to one
another. Unit—1 and Unit—2 began to exchange visual gestures
towards one another. Unit—1 and Unit—2 were both stopped in
traffic with Unit—1 to the right of Unit—2. .According to the
itnesses, Unit—1 accelerated into the path of Unit—2 in an
attempt to ""cut him.off"". In doing so Unit—1 struck Unit—2,
nit—2 swerved to the left and drove onto the curb causing the
listed damage. No injuries were reported. Both parties were
issued incident information cards and advised on follow up
procedures.Witness—01",7,320,SB,TH,SB,TH,unit 1,side swipe
